,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id,sample,geo_loc_name,ww_population,ww_sample_duration,ww_sample_matrix,isolation_source,ww_sample_type,ww_surv_target_1,ww_surv_target_1_known_present,collected_by,BioSampleModel,fasta_file,collection_site_id,sequenced_by,ww_sample_site,ww_surv_jurisdiction,ww_surv_system_sample_id,ww_population_source,purpose_of_ww_sampling,concentration_method,extraction_method,extraction_control,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_flow,enrichment_kit,amplicon_PCR_primer_scheme,amplicon_size,sequence_submitter_contact_email,raw_sequence_data_processing_method,ww_processing_protocol,collection_time,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,geo_loc_ENA,site id
SRR25666011,,,,,,,,,,2023-07-30,,,,,,,,,,GenomeTrakr; LFFM ww project,3PK00004_07302023,,,,,,SRR25666011,SRX21391550,,USA: Ohio,35000,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0043567,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,3PK00004_07302023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,22105.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,26497882.49,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0043567
SRR25666065,,,,,,,,,,2023-07-27,,,,,,,,,,GenomeTrakr; LFFM ww project,0PD00009_07272023,,,,,,SRR25666065,SRX21391496,,USA: Ohio,8500,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0023388,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,0PD00009_07272023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,35284.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,3353874.841,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0023388
SRR25665908,,,,,,,,,,2023-07-24,,,,,,,,,,GenomeTrakr; LFFM ww project,1PL00001_07242023,,,,,,SRR25665908,SRX21391653,,USA: Ohio,78509,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0026590,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,1PL00001_07242023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,14534.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,24635459.89,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026590
SRR25665873,,,,,,,,,,2023-07-24,,,,,,,,,,GenomeTrakr; LFFM ww project,3PD00031_07242023,,,,,,SRR25665873,SRX21391688,,USA: Ohio,29000,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0025917,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,3PD00031_07242023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,17810.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,8445253.69,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025917
SRR25665984,,,,,,,,,,2023-07-24,,,,,,,,,,GenomeTrakr; LFFM ww project,1PF00000601_07242023,,,,,,SRR25665984,SRX21391577,,USA: Ohio,226729,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0024881,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,1PF00000601_07242023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,19587.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,147820330.2,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0024881
SRR25665904,,,,,,,,,,2023-07-24,,,,,,,,,,GenomeTrakr; LFFM ww project,1PL00002_07242023,,,,,,SRR25665904,SRX21391657,,USA: Ohio,113629,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0026638,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,1PL00002_07242023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,49347.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,39693827.97,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026638
SRR25666046,,,,,,,,,,2023-07-24,,,,,,,,,,GenomeTrakr; LFFM ww project,1PC00013_07242023,,,,,,SRR25666046,SRX21391515,,USA: Ohio,4100,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0028215,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,1PC00013_07242023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,244252.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,1760216.48,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0028215
SRR25665988,,,,,,,,,,2023-07-24,,,,,,,,,,GenomeTrakr; LFFM ww project,1PE00007_07242023,,,,,,SRR25665988,SRX21391573,,USA: Ohio,88710,24,raw wastewater,wastewater,composite,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0027481,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,1PE00007_07242023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,10239.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,88578635.75,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0027481
SRR25665970,,,,,,,,,,2023-07-24,,,,,,,,,,GenomeTrakr; LFFM ww project,2PB00013_07242023,,,,,,SRR25665970,SRX21391591,,USA: Ohio,4800,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0024694,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,2PB00013_07242023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,26442.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,1525520.949,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0024694
SRR25665898,,,,,,,,,,2023-07-24,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00018_07242023,,,,,,SRR25665898,SRX21391663,,USA: Ohio,8655,0,raw wastewater,wastewater,grab,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0020532,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,2PD00018_07242023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,3263024.958,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0020532
SRR25666028,,,,,,,,,,2023-07-24,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00011_07242023,,,,,,SRR25666028,SRX21391533,,USA: Ohio,36000,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0026352,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,2PD00011_07242023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,14408.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,25248696.6,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026352
SRR25665940,,,,,,,,,,2023-07-24,,,,,,,,,,GenomeTrakr; LFFM ww project,3PC00027_07242023,,,,,,SRR25665940,SRX21391621,,USA: Ohio,3500,0,raw wastewater,wastewater,grab,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0020931,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,3PC00027_07242023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,468785.3953,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0020931
SRR25665974,,,,,,,,,,2023-07-24,,,,,,,,,,GenomeTrakr; LFFM ww project,2PA00014_07242023,,,,,,SRR25665974,SRX21391587,,USA: Ohio,1047,0,raw wastewater,wastewater,grab,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0029394,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,2PA00014_07242023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,252789.7989,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0029394
SRR25665888,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00035_07232023,,,,,,SRR25665888,SRX21391673,,USA: Ohio,44680,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0052914,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,2PD00035_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,32547.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,18638262.28,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0052914
SRR25665878,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,3PD00013_07232023,,,,,,SRR25665878,SRX21391683,,USA: Ohio,27000,24,raw wastewater,wastewater,composite,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0028185,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,3PD00013_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,16038789.73,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0028185
SRR25666056,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,0PE00000601_07232023,,,,,,SRR25666056,SRX21391505,,USA: Ohio,47500,24,raw wastewater,wastewater,composite,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0028240,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,0PE00000601_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,9944.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,17602164.8,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0028240
SRR25665900,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,1PM00001602_07232023,,,,,,SRR25665900,SRX21391661,,USA: Ohio,566136,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0025461,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,1PM00001602_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,18702.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,227540723.8,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025461
SRR25665947,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,2PF00001_07232023,,,,,,SRR25665947,SRX21391614,,USA: Ohio,55000,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0027332,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,2PF00001_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,22484.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,45345447.76,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0027332
SRR25665954,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,2PE00001_07232023,,,,,,SRR25665954,SRX21391607,,USA: Ohio,52000,24,raw wastewater,wastewater,composite,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0026328,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,2PE00001_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,9987.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,33387331.93,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026328
SRR25665992,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,1PE00002_07232023,,,,,,SRR25665992,SRX21391569,,USA: Ohio,65000,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0025445,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,1PE00002_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,32926.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,24275845.77,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025445
SRR25665955,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00008_07232023,,,,,,SRR25665955,SRX21391606,,USA: Ohio,42000,24,raw wastewater,wastewater,composite,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0025135,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,2PD00008_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,12429.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,30037242.51,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025135
SRR25665937,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,3PD00002_07232023,,,,,,SRR25665937,SRX21391624,,USA: Ohio,12000,24,raw wastewater,wastewater,composite,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0024767,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,3PD00002_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,5943096.501,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0024767
SRR25665877,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,3PD00029_07232023,,,,,,SRR25665877,SRX21391684,,USA: Ohio,20000,24,raw wastewater,wastewater,composite,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0026948,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,3PD00029_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,16845082.44,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026948
SRR25666049,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,1PC00001601_07232023,,,,,,SRR25666049,SRX21391512,,USA: Ohio,8400,24,raw wastewater,wastewater,composite,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0020907,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,1PC00001601_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,2649788.249,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0020907
SRR25665881,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,2PE00000_07232023,,,,,,SRR25665881,SRX21391680,,USA: Ohio,61000,24,raw wastewater,wastewater,composite,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0026069,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,2PE00000_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,40390343.74,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026069
SRR25666008,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,4PB00009601_07232023,,,,,,SRR25666008,SRX21391553,,USA: Ohio,3300,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0020273,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,4PB00009601_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,54189.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,2867070.885,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0020273
SRR25665884,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00039_07232023,,,,,,SRR25665884,SRX21391677,,USA: Ohio,6700,24,raw wastewater,wastewater,composite,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0020001,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,2PD00039_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,6018804.737,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0020001
SRR25665924,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,4PF00000601_07232023,,,,,,SRR25665924,SRX21391637,,USA: Ohio,645940,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0024732,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,4PF00000601_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,28884.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,315703342.8,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0024732
SRR25666053,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,0PQ00000_07232023,,,,,,SRR25666053,SRX21391508,,USA: Ohio,13169,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0049999,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,0PQ00000_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,18997.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,9690654.167,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0049999
SRR25665866,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,3PE00000_07232023,,,,,,SRR25665866,SRX21391695,,USA: Ohio,85000,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0024350,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,3PE00000_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,13221.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,71468574.48,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0024350
SRR25665916,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,1PK00015001_07232023,,,,,,SRR25665916,SRX21391645,,USA: Ohio,83058,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0040983,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,1PK00015001_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,77136.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,8392257.925,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0040983
SRR25666042,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,1PD00005_07232023,,,,,,SRR25666042,SRX21391519,,USA: Ohio,13000,24,raw wastewater,wastewater,composite,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0025429,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,1PD00005_07232023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,5545628.264,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025429
